timestamp,platform,product_id,trust_score,fraud_score
2026-03-22T18:41:09.055609+00:00,amazon,https://www.amazon.in/s?k=dresses+for+women&crid=RGLF58TKCS1X&sprefix=ress%2Caps%2C473&ref=nb_sb_ss_mvt-t11-ranker_ci_hl-bn-left_4_4,93.1,6.9
2026-03-22T18:43:41.989710+00:00,amazon,https://www.amazon.in/KLOSIA-Women-Printed-Anarkali-Dupatta/dp/B0FDW55HNT?crid=RGLF58TKCS1X&dib=eyJ2IjoiMSJ9.O098GZZoLZK-LEk8hALWF2UvyBIlt9U5_5LwuhHK7rjEgtm0lscogs9d73qQJI13sOyi-s6rc7yzwDEtTt8HJY7tArfiMYhJQFW_5p9RLtLfoSx1j9Szodn2PEsMgWH3s-pU4j1wYbd1nq2hbQUqy4XCk3L6J7v7feOnCke-8a5W9PskZ8LJikK4z4D2GRLM4qwPuMO6uhaYDhFOy-7y8_xStjfR7snwdVbV1UoFImlYdelhw4tWeIN1Np3CKzGcNWqvw3lKGKWD4QIlnYu_9e3fCNQ6aLFXyG0X2Qszmo4.0jtzojS9XpK0Z-NzNpchBdDgfkYkyYpzO7fW4S6CmGw&dib_tag=se&keywords=dresses%2Bfor%2Bwomen&qid=1774204668&sprefix=ress%2Caps%2C473&sr=8-5&th=1&psc=1,93.1,6.9
2026-03-22T18:46:19.748285+00:00,amazon,https://www.amazon.in/KLOSIA-Women-Printed-Anarkali-Dupatta/dp/B0FDW55HNT?crid=RGLF58TKCS1X&dib=eyJ2IjoiMSJ9.O098GZZoLZK-LEk8hALWF2UvyBIlt9U5_5LwuhHK7rjEgtm0lscogs9d73qQJI13sOyi-s6rc7yzwDEtTt8HJY7tArfiMYhJQFW_5p9RLtLfoSx1j9Szodn2PEsMgWH3s-pU4j1wYbd1nq2hbQUqy4XCk3L6J7v7feOnCke-8a5W9PskZ8LJikK4z4D2GRLM4qwPuMO6uhaYDhFOy-7y8_xStjfR7snwdVbV1UoFImlYdelhw4tWeIN1Np3CKzGcNWqvw3lKGKWD4QIlnYu_9e3fCNQ6aLFXyG0X2Qszmo4.0jtzojS9XpK0Z-NzNpchBdDgfkYkyYpzO7fW4S6CmGw&dib_tag=se&keywords=dresses%2Bfor%2Bwomen&qid=1774204668&sprefix=ress%2Caps%2C473&sr=8-5&th=1&psc=1,93.1,6.9
2026-03-22T18:48:06.131200+00:00,amazon,B0BRJ7QX33,93.1,6.9
2026-03-22T18:49:51.278135+00:00,amazon,B0FDW55HNT,93.1,6.9
2026-03-22T18:51:21.821703+00:00,amazon,B0FDW55HNT,93.1,6.9
2026-03-22T18:57:50.797077+00:00,amazon,B0BRJ7QX33,93.1,6.9
2026-03-22T18:59:21.273167+00:00,amazon,B0BRJ7QX33,93.1,6.9
2026-03-22T19:01:10.223345+00:00,amazon,B0FDW55HNT,93.1,6.9
2026-03-22T19:05:33.009002+00:00,amazon,B0FDW55HNT,93.1,6.9
2026-03-22T19:16:07.259758+00:00,amazon,B0FDW55HNT,86.9,13.1
2026-03-23T04:09:54.902134+00:00,amazon,B0CX96L5VZ,85.7,14.3
2026-03-23T04:21:18.291079+00:00,amazon,B0CX96L5VZ,85.7,14.3
2026-03-23T06:04:26.758841+00:00,amazon,B0CX96L5VZ,84.2,15.8
2026-03-27T09:14:28.279341+00:00,amazon,B0DRW1B9SC,84.2,15.8
2026-03-27T10:53:45.718095+00:00,amazon,B0B42TZWCG,84.2,15.8
2026-03-27T10:57:39.371475+00:00,amazon,B0B42TZWCG,84.2,15.8
